渠道,产品名称,品牌,产品大类,重量(克),商品价¥,含税价¥,克单价¥/g,500g单价¥,20支成本¥
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,56.7,61.6532,92.48,1.63,815.0,23.06
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,113.4,116.4485,174.67,1.54,770.0,21.98
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,226.8,217.2121,325.82,1.44,720.0,20.78
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,453.59,415.7517,623.63,1.37,685.0,19.94
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,2267.96,598.0632,897.09,0.4,200.0,8.3
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,28.35,35.8512,53.78,1.9,950.0,26.3
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,56.7,67.4247,101.14,1.78,890.0,24.86
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,113.4,127.3125,190.97,1.68,840.0,23.66
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,226.8,237.4463,356.17,1.57,785.0,22.34
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,453.59,454.5905,681.89,1.5,750.0,21.5
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,2267.96,653.877,980.82,0.43,215.0,8.66
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,28.35,29.8081,44.71,1.58,790.0,22.46
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,56.7,56.0854,84.13,1.48,740.0,21.26
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,113.4,105.924,158.89,1.4,700.0,20.3
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,226.8,197.6569,296.49,1.31,655.0,19.22
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,453.59,362.8576,544.29,1.2,600.0,17.9
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,2267.96,916779.01,1375168.52,606.35,303175.0,7279.7
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,28.35,40.4005,60.6,2.14,1070.0,29.18
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,56.7,76.048,114.07,2.01,1005.0,27.62
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,113.4,143.6085,215.41,1.9,950.0,26.3
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,226.8,267.9334,401.9,1.77,885.0,24.74
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,453.59,512.9166,769.37,1.7,850.0,23.9
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,2267.96,737.8014,1106.7,0.49,245.0,9.38
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,28.35,10.864,16.3,0.57,285.0,10.34
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,56.7,20.5058,30.76,0.54,270.0,9.98
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,113.4,38.703,58.05,0.51,255.0,9.62
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,226.8,72.1777,108.27,0.48,240.0,9.26
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,453.59,138.1086,207.16,0.46,230.0,9.02
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,2267.96,662.2287,993.34,0.44,220.0,8.78
sp,Arango Balkan Supreme,Arango,烟斗丝,28.35,29.8081,44.71,1.58,790.0,22.46
sp,Arango Balkan Supreme,Arango,烟斗丝,56.7,56.0854,84.13,1.48,740.0,21.26
sp,Arango Balkan Supreme,Arango,烟斗丝,113.4,105.924,158.89,1.4,700.0,20.3
sp,Arango Balkan Supreme,Arango,烟斗丝,226.8,197.6569,296.49,1.31,655.0,19.22
sp,Arango Balkan Supreme,Arango,烟斗丝,453.59,378.4067,567.61,1.25,625.0,18.5
sp,Arango Balkan Supreme,Arango,烟斗丝,2267.96,1814.1522,2721.23,1.2,600.0,17.9
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,28.35,63.8939,95.84,3.38,1690.0,44.06
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,56.7,120.2509,180.38,3.18,1590.0,41.66
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,113.4,226.9897,340.48,3.0,1500.0,39.5
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,226.8,423.4244,635.14,2.8,1400.0,37.1
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,453.59,810.5902,1215.89,2.68,1340.0,35.66
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,2267.96,1165.9788,1748.97,0.77,385.0,12.74
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,28.35,29.8081,44.71,1.58,790.0,22.46
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,56.7,56.0854,84.13,1.48,740.0,21.26
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,113.4,105.924,158.89,1.4,700.0,20.3
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,226.8,197.6569,296.49,1.31,655.0,19.22
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,453.59,362.8576,544.29,1.2,600.0,17.9
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,2267.96,837899.58,1256849.37,554.18,277090.0,6653.66
sp,Lane Limited BCA,Lane Limited,烟斗丝,28.35,27.2958,40.94,1.44,720.0,20.78
sp,Lane Limited BCA,Lane Limited,烟斗丝,56.7,51.4003,77.1,1.36,680.0,19.82
sp,Lane Limited BCA,Lane Limited,烟斗丝,113.4,97.0291,145.54,1.28,640.0,18.86
sp,Lane Limited BCA,Lane Limited,烟斗丝,226.8,181.0214,271.53,1.2,600.0,17.9
sp,Lane Limited BCA,Lane Limited,烟斗丝,453.59,346.5616,519.84,1.15,575.0,17.3
sp,Lane Limited BCA,Lane Limited,烟斗丝,2267.96,1661.5809,2492.37,1.1,550.0,16.7
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,28.35,25.8699,38.8,1.37,685.0,19.94
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,56.7,48.6843,73.03,1.29,645.0,18.98
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,113.4,91.9366,137.9,1.22,610.0,18.14
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,226.8,171.5833,257.37,1.13,565.0,17.06
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,453.59,314.9202,472.38,1.04,520.0,15.98
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,2267.96,1026430.72,1539646.08,678.87,339435.0,8149.94
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,28.35,27.2958,40.94,1.44,720.0,20.78
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,56.7,51.4003,77.1,1.36,680.0,19.82
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,113.4,97.0291,145.54,1.28,640.0,18.86
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,226.8,181.0214,271.53,1.2,600.0,17.9
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,453.59,346.5616,519.84,1.15,575.0,17.3
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,2267.96,1661.5809,2492.37,1.1,550.0,16.7
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,28.35,29.8081,44.71,1.58,790.0,22.46
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,56.7,56.0854,84.13,1.48,740.0,21.26
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,113.4,105.924,158.89,1.4,700.0,20.3
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,226.8,197.6569,296.49,1.31,655.0,19.22
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,453.59,362.8576,544.29,1.2,600.0,17.9
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,2267.96,448615.3,672922.95,296.71,148355.0,3564.02
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,28.35,28.7217,43.08,1.52,760.0,21.74
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,56.7,53.9805,80.97,1.43,715.0,20.66
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,113.4,101.9179,152.88,1.35,675.0,19.7
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,226.8,190.12,285.18,1.26,630.0,18.62
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,453.59,363.944,545.92,1.2,600.0,17.9
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,2267.96,1744.9621,2617.44,1.15,575.0,17.3
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,28.35,27.2958,40.94,1.44,720.0,20.78
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,56.7,51.4003,77.1,1.36,680.0,19.82
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,113.4,97.0291,145.54,1.28,640.0,18.86
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,226.8,181.0214,271.53,1.2,600.0,17.9
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,453.59,346.5616,519.84,1.15,575.0,17.3
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,2267.96,1661.5809,2492.37,1.1,550.0,16.7
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,28.35,28.7217,43.08,1.52,760.0,21.74
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,56.7,53.9805,80.97,1.43,715.0,20.66
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,113.4,101.9179,152.88,1.35,675.0,19.7
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,226.8,190.12,285.18,1.26,630.0,18.62
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,453.59,363.944,545.92,1.2,600.0,17.9
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,2267.96,1744.9621,2617.44,1.15,575.0,17.3
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,28.35,55.4743,83.21,2.94,1470.0,38.78
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,56.7,104.4302,156.65,2.76,1380.0,36.62
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,113.4,197.1137,295.67,2.61,1305.0,34.82
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,226.8,367.7464,551.62,2.43,1215.0,32.66
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,453.59,703.9872,1055.98,2.33,1165.0,31.46
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,2267.96,744.0482,1116.07,0.49,245.0,9.38
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,28.35,29.8081,44.71,1.58,790.0,22.46
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,56.7,56.0854,84.13,1.48,740.0,21.26
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,113.4,105.924,158.89,1.4,700.0,20.3
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,226.8,197.6569,296.49,1.31,655.0,19.22
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,453.59,362.8576,544.29,1.2,600.0,17.9
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,2267.96,448622.09,672933.14,296.71,148355.0,3564.02
