渠道,产品名称,品牌,产品大类,重量(克),含税价¥,克单价¥/g,500g单价¥,20支成本¥
nov,PS402 Luxury Twist Flake (Bulk),Peter Stokkebye,烟斗丝,453.6,769.37,1.7,850.0,23.9
nov,PS402 Luxury Twist Flake (Bulk),Peter Stokkebye,烟斗丝,680.4,1106.7,1.63,815.0,23.06
nov,PS400 Luxury Navy Flake (Bulk),Peter Stokkebye,烟斗丝,28.3,49.19,1.74,870.0,24.38
nov,PS400 Luxury Navy Flake (Bulk),Peter Stokkebye,烟斗丝,56.7,92.48,1.63,815.0,23.06
nov,PS400 Luxury Navy Flake (Bulk),Peter Stokkebye,烟斗丝,113.4,174.67,1.54,770.0,21.98
nov,PS400 Luxury Navy Flake (Bulk),Peter Stokkebye,烟斗丝,226.8,325.82,1.44,720.0,20.78
nov,PS400 Luxury Navy Flake (Bulk),Peter Stokkebye,烟斗丝,453.6,623.63,1.37,685.0,19.94
nov,PS400 Luxury Navy Flake (Bulk),Peter Stokkebye,烟斗丝,680.4,897.09,1.32,660.0,19.34
nov,Old Joe Krantz (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Old Joe Krantz (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Old Joe Krantz (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Old Joe Krantz (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Old Joe Krantz (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Epiphany (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Epiphany (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Epiphany (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Epiphany (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Epiphany (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Autumn Evening (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Autumn Evening (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Autumn Evening (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Autumn Evening (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Autumn Evening (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Haunted Bookshop (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Haunted Bookshop (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Haunted Bookshop (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Haunted Bookshop (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Haunted Bookshop (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Exclusive (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Exclusive (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Exclusive (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Exclusive (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Exclusive (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Odessa (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Odessa (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Odessa (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Odessa (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Odessa (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Super Balkan (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Super Balkan (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Super Balkan (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Super Balkan (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Super Balkan (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Bayou Morning (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Bayou Morning (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Bayou Morning (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Bayou Morning (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Bayou Morning (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Star of the East (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Star of the East (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Star of the East (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Star of the East (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Star of the East (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Dark Fired Kentucky (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Dark Fired Kentucky (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Dark Fired Kentucky (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Dark Fired Kentucky (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Dark Fired Kentucky (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Old Joe Krantz Blue Label (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Old Joe Krantz Blue Label (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Old Joe Krantz Blue Label (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Old Joe Krantz Blue Label (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Old Joe Krantz Blue Label (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Bayou Night (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Bayou Night (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Bayou Night (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Bayou Night (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Bayou Night (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Billy Budd (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Billy Budd (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Billy Budd (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Billy Budd (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Billy Budd (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Byzantium (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Byzantium (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Byzantium (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Byzantium (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Byzantium (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,Old Joe Krantz White Label (Bulk),Cornell & Diehl,烟斗丝,28.3,44.3,1.57,785.0,22.34
nov,Old Joe Krantz White Label (Bulk),Cornell & Diehl,烟斗丝,56.7,86.06,1.52,760.0,21.74
nov,Old Joe Krantz White Label (Bulk),Cornell & Diehl,烟斗丝,113.4,162.45,1.43,715.0,20.66
nov,Old Joe Krantz White Label (Bulk),Cornell & Diehl,烟斗丝,226.8,305.04,1.34,670.0,19.58
nov,Old Joe Krantz White Label (Bulk),Cornell & Diehl,烟斗丝,453.6,562.72,1.24,620.0,18.38
nov,PS403 Luxury Bullseye Flake (Bulk),Peter Stokkebye,烟斗丝,28.3,60.6,2.14,1070.0,29.18
nov,PS403 Luxury Bullseye Flake (Bulk),Peter Stokkebye,烟斗丝,56.7,114.07,2.01,1005.0,27.62
nov,PS403 Luxury Bullseye Flake (Bulk),Peter Stokkebye,烟斗丝,113.4,215.41,1.9,950.0,26.3
nov,PS403 Luxury Bullseye Flake (Bulk),Peter Stokkebye,烟斗丝,226.8,401.9,1.77,885.0,24.74
nov,PS403 Luxury Bullseye Flake (Bulk),Peter Stokkebye,烟斗丝,453.6,769.37,1.7,850.0,23.9
nov,PS403 Luxury Bullseye Flake (Bulk),Peter Stokkebye,烟斗丝,680.4,1106.7,1.63,815.0,23.06
nov,PS41 Cube Cut (Bulk),Peter Stokkebye,烟斗丝,28.3,43.08,1.52,760.0,21.74
nov,PS41 Cube Cut (Bulk),Peter Stokkebye,烟斗丝,56.7,80.97,1.43,715.0,20.66
nov,PS41 Cube Cut (Bulk),Peter Stokkebye,烟斗丝,113.4,152.88,1.35,675.0,19.7
nov,PS41 Cube Cut (Bulk),Peter Stokkebye,烟斗丝,226.8,285.18,1.26,630.0,18.62
nov,PS41 Cube Cut (Bulk),Peter Stokkebye,烟斗丝,453.6,545.92,1.2,600.0,17.9
nov,Lane BCA (Bulk),Lane Limited,烟斗丝,28.3,40.94,1.45,725.0,20.9
nov,Lane BCA (Bulk),Lane Limited,烟斗丝,56.7,77.1,1.36,680.0,19.82
nov,Lane BCA (Bulk),Lane Limited,烟斗丝,113.4,145.54,1.28,640.0,18.86
nov,Lane BCA (Bulk),Lane Limited,烟斗丝,226.8,271.53,1.2,600.0,17.9
nov,Lane BCA (Bulk),Lane Limited,烟斗丝,453.6,519.84,1.15,575.0,17.3
nov,Kendal Dark Vintage Cut,Gawith Hoggarth & Co. (Bulk),烟斗丝,28.3,56.22,1.99,995.0,27.38
nov,Kendal Dark Vintage Cut,Gawith Hoggarth & Co. (Bulk),烟斗丝,56.7,105.72,1.86,930.0,25.82
nov,Kendal Dark Vintage Cut,Gawith Hoggarth & Co. (Bulk),烟斗丝,113.4,199.63,1.76,880.0,24.62
nov,Kendal Dark Vintage Cut,Gawith Hoggarth & Co. (Bulk),烟斗丝,226.8,372.36,1.64,820.0,23.18
nov,Kendal Dark Vintage Cut,Gawith Hoggarth & Co. (Bulk),烟斗丝,453.6,712.85,1.57,785.0,22.34
nov,Kendal Dark Vintage Cut,Gawith Hoggarth & Co. (Bulk),烟斗丝,500.0,753.38,1.51,755.0,21.62
nov,Mahogany Flake,Gawith Hoggarth & Co. (Bulk),烟斗丝,28.3,83.21,2.94,1470.0,38.78
nov,Mahogany Flake,Gawith Hoggarth & Co. (Bulk),烟斗丝,56.7,156.65,2.76,1380.0,36.62
nov,Mahogany Flake,Gawith Hoggarth & Co. (Bulk),烟斗丝,113.4,295.67,2.61,1305.0,34.82
nov,Mahogany Flake,Gawith Hoggarth & Co. (Bulk),烟斗丝,226.8,551.62,2.43,1215.0,32.66
nov,Mahogany Flake,Gawith Hoggarth & Co. (Bulk),烟斗丝,453.6,1055.98,2.33,1165.0,31.46
nov,Mahogany Flake,Gawith Hoggarth & Co. (Bulk),烟斗丝,500.0,1116.07,2.23,1115.0,30.26
nov,Lancer Slices,F&K (Bulk),烟斗丝,28.3,57.55,2.03,1015.0,27.86
nov,Lancer Slices,F&K (Bulk),烟斗丝,56.7,108.37,1.91,955.0,26.42
nov,Lancer Slices,F&K (Bulk),烟斗丝,113.4,204.62,1.8,900.0,25.1
nov,Lancer Slices,F&K (Bulk),烟斗丝,226.8,381.73,1.68,840.0,23.66
nov,Lancer Slices,F&K (Bulk),烟斗丝,453.6,730.77,1.61,805.0,22.82
nov,Black Bayou Mist,F&K (Bulk),烟斗丝,28.3,57.55,2.03,1015.0,27.86
nov,Black Bayou Mist,F&K (Bulk),烟斗丝,56.7,108.37,1.91,955.0,26.42
nov,Black Bayou Mist,F&K (Bulk),烟斗丝,113.4,204.62,1.8,900.0,25.1
nov,Black Bayou Mist,F&K (Bulk),烟斗丝,226.8,381.73,1.68,840.0,23.66
nov,Black Bayou Mist,F&K (Bulk),烟斗丝,453.6,730.77,1.61,805.0,22.82
nov,Sterling Balkan,F&K (Bulk),烟斗丝,28.3,55.51,1.96,980.0,27.02
nov,Sterling Balkan,F&K (Bulk),烟斗丝,56.7,104.4,1.84,920.0,25.58
nov,Sterling Balkan,F&K (Bulk),烟斗丝,113.4,197.59,1.74,870.0,24.38
nov,Sterling Balkan,F&K (Bulk),烟斗丝,226.8,367.27,1.62,810.0,22.94
nov,Sterling Balkan,F&K (Bulk),烟斗丝,453.6,702.26,1.55,775.0,22.1
nov,Creme Brulee,Sutliff (Bulk),烟斗丝,28.3,38.8,1.37,685.0,19.94
nov,Creme Brulee,Sutliff (Bulk),烟斗丝,56.7,73.03,1.29,645.0,18.98
nov,Creme Brulee,Sutliff (Bulk),烟斗丝,113.4,137.9,1.22,610.0,18.14
nov,Creme Brulee,Sutliff (Bulk),烟斗丝,226.8,257.37,1.13,565.0,17.06
nov,Creme Brulee,Sutliff (Bulk),烟斗丝,453.6,472.38,1.04,520.0,15.98
nov,Lane 1-Q,Lane Limited,烟斗丝,28.3,40.74,1.44,720.0,20.78
nov,Lane 1-Q,Lane Limited,烟斗丝,56.7,76.69,1.35,675.0,19.7
nov,Lane 1-Q,Lane Limited,烟斗丝,113.4,144.83,1.28,640.0,18.86
nov,Lane 1-Q,Lane Limited,烟斗丝,226.8,270.92,1.19,595.0,17.78
nov,Lane 1-Q,Lane Limited,烟斗丝,453.6,519.44,1.15,575.0,17.3
sp,Lane Limited 1-Q,Lane Limited,烟斗丝,28.35,40.94,1.44,720.0,20.78
sp,Lane Limited 1-Q,Lane Limited,烟斗丝,56.7,77.1,1.36,680.0,19.82
sp,Lane Limited 1-Q,Lane Limited,烟斗丝,113.4,145.54,1.28,640.0,18.86
sp,Lane Limited 1-Q,Lane Limited,烟斗丝,226.8,271.53,1.2,600.0,17.9
sp,Lane Limited 1-Q,Lane Limited,烟斗丝,453.59,519.84,1.15,575.0,17.3
sp,Lane Limited 1-Q,Lane Limited,烟斗丝,2267.96,2492.37,1.1,550.0,16.7
sp,Peter Stokkebye PS403 Luxury Bullseye Flake,Peter Stokkebye,烟斗丝,28.35,60.6,2.14,1070.0,29.18
sp,Peter Stokkebye PS403 Luxury Bullseye Flake,Peter Stokkebye,烟斗丝,56.7,114.07,2.01,1005.0,27.62
sp,Peter Stokkebye PS403 Luxury Bullseye Flake,Peter Stokkebye,烟斗丝,113.4,215.41,1.9,950.0,26.3
sp,Peter Stokkebye PS403 Luxury Bullseye Flake,Peter Stokkebye,烟斗丝,226.8,401.9,1.77,885.0,24.74
sp,Peter Stokkebye PS403 Luxury Bullseye Flake,Peter Stokkebye,烟斗丝,453.59,769.37,1.7,850.0,23.9
sp,Peter Stokkebye PS403 Luxury Bullseye Flake,Peter Stokkebye,烟斗丝,2267.96,1106.7,0.49,245.0,9.38
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,28.35,49.19,1.74,870.0,24.38
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,56.7,92.48,1.63,815.0,23.06
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,113.4,174.67,1.54,770.0,21.98
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,226.8,325.82,1.44,720.0,20.78
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,453.59,623.63,1.37,685.0,19.94
sp,Peter Stokkebye PS400 Luxury Navy Flake,Peter Stokkebye,烟斗丝,2267.96,897.09,0.4,200.0,8.3
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,28.35,53.78,1.9,950.0,26.3
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,56.7,101.14,1.78,890.0,24.86
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,113.4,190.97,1.68,840.0,23.66
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,226.8,356.17,1.57,785.0,22.34
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,453.59,681.89,1.5,750.0,21.5
sp,Erik Stokkebye 4th Generation Evening Flake,Erik Stokkebye 4th Generation,烟斗丝,2267.96,980.82,0.43,215.0,8.66
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,28.35,44.71,1.58,790.0,22.46
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,56.7,84.13,1.48,740.0,21.26
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,113.4,158.89,1.4,700.0,20.3
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,226.8,296.49,1.31,655.0,19.22
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,453.59,544.29,1.2,600.0,17.9
sp,Cornell & Diehl Autumn Evening,Cornell & Diehl,烟斗丝,2267.96,1375168.52,606.35,303175.0,7279.7
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,28.35,60.6,2.14,1070.0,29.18
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,56.7,114.07,2.01,1005.0,27.62
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,113.4,215.41,1.9,950.0,26.3
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,226.8,401.9,1.77,885.0,24.74
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,453.59,769.37,1.7,850.0,23.9
sp,Peter Stokkebye PS402 Luxury Twist Flake,Peter Stokkebye,烟斗丝,2267.96,1106.7,0.49,245.0,9.38
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,28.35,16.3,0.57,285.0,10.34
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,56.7,30.76,0.54,270.0,9.98
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,113.4,58.05,0.51,255.0,9.62
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,226.8,108.27,0.48,240.0,9.26
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,453.59,207.16,0.46,230.0,9.02
sp,Daughters & Ryan Three Sails,Daughters & Ryan,烟斗丝,2267.96,993.34,0.44,220.0,8.78
sp,Arango Balkan Supreme,Arango,烟斗丝,28.35,44.71,1.58,790.0,22.46
sp,Arango Balkan Supreme,Arango,烟斗丝,56.7,84.13,1.48,740.0,21.26
sp,Arango Balkan Supreme,Arango,烟斗丝,113.4,158.89,1.4,700.0,20.3
sp,Arango Balkan Supreme,Arango,烟斗丝,226.8,296.49,1.31,655.0,19.22
sp,Arango Balkan Supreme,Arango,烟斗丝,453.59,567.61,1.25,625.0,18.5
sp,Arango Balkan Supreme,Arango,烟斗丝,2267.96,2721.23,1.2,600.0,17.9
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,28.35,95.84,3.38,1690.0,44.06
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,56.7,180.38,3.18,1590.0,41.66
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,113.4,340.48,3.0,1500.0,39.5
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,226.8,635.14,2.8,1400.0,37.1
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,453.59,1215.89,2.68,1340.0,35.66
sp,Erik Stokkebye 4th Generation Black Dot,Erik Stokkebye 4th Generation,烟斗丝,2267.96,1748.97,0.77,385.0,12.74
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,28.35,44.71,1.58,790.0,22.46
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,56.7,84.13,1.48,740.0,21.26
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,113.4,158.89,1.4,700.0,20.3
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,226.8,296.49,1.31,655.0,19.22
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,453.59,544.29,1.2,600.0,17.9
sp,Cornell & Diehl Haunted Bookshop,Cornell & Diehl,烟斗丝,2267.96,1256849.37,554.18,277090.0,6653.66
sp,Lane Limited BCA,Lane Limited,烟斗丝,28.35,40.94,1.44,720.0,20.78
sp,Lane Limited BCA,Lane Limited,烟斗丝,56.7,77.1,1.36,680.0,19.82
sp,Lane Limited BCA,Lane Limited,烟斗丝,113.4,145.54,1.28,640.0,18.86
sp,Lane Limited BCA,Lane Limited,烟斗丝,226.8,271.53,1.2,600.0,17.9
sp,Lane Limited BCA,Lane Limited,烟斗丝,453.59,519.84,1.15,575.0,17.3
sp,Lane Limited BCA,Lane Limited,烟斗丝,2267.96,2492.37,1.1,550.0,16.7
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,28.35,38.8,1.37,685.0,19.94
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,56.7,73.03,1.29,645.0,18.98
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,113.4,137.9,1.22,610.0,18.14
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,226.8,257.37,1.13,565.0,17.06
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,453.59,472.38,1.04,520.0,15.98
sp,Sutliff Z92 Vanilla Custard,Sutliff,烟斗丝,2267.96,1539646.08,678.87,339435.0,8149.94
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,28.35,40.94,1.44,720.0,20.78
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,56.7,77.1,1.36,680.0,19.82
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,113.4,145.54,1.28,640.0,18.86
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,226.8,271.53,1.2,600.0,17.9
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,453.59,519.84,1.15,575.0,17.3
sp,Lane Limited RLP-6,Lane Limited,烟斗丝,2267.96,2492.37,1.1,550.0,16.7
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,28.35,44.71,1.58,790.0,22.46
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,56.7,84.13,1.48,740.0,21.26
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,113.4,158.89,1.4,700.0,20.3
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,226.8,296.49,1.31,655.0,19.22
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,453.59,544.29,1.2,600.0,17.9
sp,Cornell & Diehl Bayou Morning,Cornell & Diehl,烟斗丝,2267.96,672922.95,296.71,148355.0,3564.02
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,28.35,43.08,1.52,760.0,21.74
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,56.7,80.97,1.43,715.0,20.66
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,113.4,152.88,1.35,675.0,19.7
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,226.8,285.18,1.26,630.0,18.62
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,453.59,545.92,1.2,600.0,17.9
sp,Peter Stokkebye PS17 English Luxury,Peter Stokkebye,烟斗丝,2267.96,2617.44,1.15,575.0,17.3
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,28.35,40.94,1.44,720.0,20.78
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,56.7,77.1,1.36,680.0,19.82
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,113.4,145.54,1.28,640.0,18.86
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,226.8,271.53,1.2,600.0,17.9
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,453.59,519.84,1.15,575.0,17.3
sp,Lane Limited Black Raspberry,Lane Limited,烟斗丝,2267.96,2492.37,1.1,550.0,16.7
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,28.35,43.08,1.52,760.0,21.74
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,56.7,80.97,1.43,715.0,20.66
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,113.4,152.88,1.35,675.0,19.7
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,226.8,285.18,1.26,630.0,18.62
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,453.59,545.92,1.2,600.0,17.9
sp,Peter Stokkebye PS41 Cube Cut,Peter Stokkebye,烟斗丝,2267.96,2617.44,1.15,575.0,17.3
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,28.35,83.21,2.94,1470.0,38.78
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,56.7,156.65,2.76,1380.0,36.62
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,113.4,295.67,2.61,1305.0,34.82
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,226.8,551.62,2.43,1215.0,32.66
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,453.59,1055.98,2.33,1165.0,31.46
sp,Gawith Hoggarth & Co. Rum Flake,Gawith Hoggarth & Co.,烟斗丝,2267.96,1116.07,0.49,245.0,9.38
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,28.35,44.71,1.58,790.0,22.46
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,56.7,84.13,1.48,740.0,21.26
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,113.4,158.89,1.4,700.0,20.3
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,226.8,296.49,1.31,655.0,19.22
sp,Cornell & Diehl Old Joe Krantz,Cornell & Diehl,烟斗丝,453.59,544.29,1.2,600.0,17.9
