id,name,brand,category,price,goods_type,goods_type_name,ftype,url
307,黑杰克/BlackJack Island Brown,BlackJack/黑杰克,外国香烟,490,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=42&goods_type=1&ftype=2
310,黑杰克/BlackJack Compact Brown,BlackJack/黑杰克,外国香烟,490,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=42&goods_type=1&ftype=2
312,黑杰克/BlackJack Compact Black,BlackJack/黑杰克,外国香烟,490,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=42&goods_type=1&ftype=2
311,黑杰克/BlackJack Compact+Change,BlackJack/黑杰克,外国香烟,490,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=42&goods_type=1&ftype=2
1014,黑杰克/BlackJack Supasawa Blueberry 5mg (蓝莓),BlackJack/黑杰克,外国香烟,500,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=42&goods_type=1&ftype=2
789,BlackStone American Cherry,BlackStone/黑石,外国香烟,670,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=114&goods_type=1&ftype=2
269,宝亨/Bohem Cigar No.6 6mg,Bohem/宝亨,外国香烟,520,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=16&goods_type=1&ftype=2
271,宝亨/Bohem Cigar Mojito Double 5mg,Bohem/宝亨,外国香烟,520,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=16&goods_type=1&ftype=2
944,宝亨/Bohem Cigar Mini Super Slim Sepia,Bohem/宝亨,外国香烟,520,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=16&goods_type=1&ftype=2
270,宝亨/Bohem Cigar Mojito 6mg,Bohem/宝亨,外国香烟,520,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=16&goods_type=1&ftype=2
272,宝亨/Bohem Cigar Mojito One 1mg,Bohem/宝亨,外国香烟,520,1,单品,2,https://ribenyan.com/index.php?m=goods&a=list&brand=16&goods_type=1&ftype=2
